Year,Month,DayOfWeek,FlightDate,Reporting_Airline,Origin,Dest,CRSDepTime,DepDelay,CRSArrTime,ArrDelay,Cancelled,Diverted,Distance,WeatherDelay,hour_of_day,traffic_index,weather_severity,historical_demand,driver_availability,is_delayed,delay_minutes
2026,3,1,2026-03-02,OO,EUG,PDX,520,0.0,617,-14.0,0.0,0.0,105.0,,5,1.925614597614684,0.0059553378523408,125,0.7610112772501305,0,0.0
2026,3,2,2026-03-17,DL,SLC,KOA,1155,0.0,1453,-17.0,0.0,0.0,2966.0,,11,7.740729667560286,0.0059571853111149,712,0.7800524074680641,0,0.0
2026,3,3,2026-03-04,AS,SFO,PDX,900,-6.0,1056,-12.0,0.0,0.0,550.0,,9,6.56552770529584,0.002407597533299,670,0.7694889779559119,0,0.0
2026,3,5,2026-03-13,AA,DCA,PBI,1711,-6.0,1951,108.0,0.0,0.0,857.0,0.0,17,35.86478029616586,0.0250431589261897,644,0.7349144302466906,1,108.0
2026,3,3,2026-03-18,OO,ORD,ROA,710,7.0,1008,22.0,0.0,0.0,530.0,0.0,7,8.53821505936986,0.0464670596882464,1608,0.7610112772501305,1,22.0
2026,3,7,2026-03-01,OO,ATL,SBN,915,64.0,1107,61.0,0.0,0.0,566.0,0.0,9,11.525458456540177,0.0187797472514038,1265,0.7610112772501305,1,61.0
2026,3,1,2026-03-02,G4,SAV,FLL,1403,-10.0,1535,32.0,0.0,0.0,422.0,0.0,14,17.543001190348257,0.0203689912428143,78,0.7240966478014802,1,32.0
2026,3,5,2026-03-06,AA,DFW,SDF,700,0.0,1004,-10.0,0.0,0.0,733.0,,7,9.706718076718088,0.0220364612284605,1292,0.7349144302466906,0,0.0
2026,3,2,2026-03-03,AA,IAH,MIA,1715,2.0,2058,-16.0,0.0,0.0,964.0,,17,33.1736757190565,0.0167009919433928,177,0.7349144302466906,0,0.0
2026,3,4,2026-03-19,WN,LAS,MCI,1450,2.0,1940,-17.0,0.0,0.0,1139.0,,14,19.837879592385477,0.0038954650849508,577,0.7304990173266768,0,0.0
2026,3,2,2026-03-10,DL,SLC,BWI,2340,-7.0,551,-10.0,0.0,0.0,1865.0,,23,6.2214518951643125,0.0059571853111149,279,0.7800524074680641,0,0.0
2026,3,7,2026-03-08,AA,MIA,SJU,2020,30.0,2258,24.0,0.0,0.0,1045.0,0.0,20,26.46542275298117,0.0228369680299186,451,0.7349144302466906,1,24.0
2026,3,2,2026-03-17,AA,PHX,PSP,1027,362.0,1145,340.0,0.0,0.0,261.0,0.0,10,13.480886141381694,0.0026545066137174,989,0.7349144302466906,1,240.0
2026,3,6,2026-03-21,DL,TUS,SEA,1330,-2.0,1658,-12.0,0.0,0.0,1215.0,,13,14.273000988594315,0.0101063738796076,98,0.7800524074680641,0,0.0
2026,3,4,2026-03-19,WN,BWI,ROC,1030,26.0,1145,20.0,0.0,0.0,277.0,0.0,10,9.718618623589297,0.0063075039327437,491,0.7304990173266768,1,20.0
2026,3,2,2026-03-03,AA,PVD,DCA,1523,-2.0,1659,59.0,0.0,0.0,356.0,0.0,15,14.713248067451149,0.0069757365623357,49,0.7349144302466906,1,59.0
2026,3,2,2026-03-03,OO,PHX,ABQ,930,-7.0,1103,-24.0,0.0,0.0,328.0,,9,10.297970587106963,0.0026545066137174,860,0.7610112772501305,0,0.0
2026,3,5,2026-03-06,WN,ORF,BWI,555,11.0,700,3.0,0.0,0.0,159.0,,5,9.849577842989754,0.0091919506979228,65,0.7304990173266768,0,3.0
2026,3,2,2026-03-03,MQ,DFW,AEX,1645,-7.0,1759,-14.0,0.0,0.0,285.0,,16,24.09626102863604,0.0220364612284605,1260,0.7843735212156264,0,0.0
2026,3,4,2026-03-05,MQ,GSP,CLT,1230,-1.0,1341,-15.0,0.0,0.0,75.0,,12,12.893954743493302,0.0128874369717763,110,0.7843735212156264,0,0.0
2026,3,1,2026-03-16,WN,LAS,SNA,1530,6.0,1640,-4.0,0.0,0.0,226.0,,15,16.920451792095438,0.0038954650849508,631,0.7304990173266768,0,0.0
2026,3,7,2026-03-22,AS,SFO,PDX,800,-7.0,950,-16.0,0.0,0.0,550.0,,8,7.973767133708156,0.002407597533299,658,0.7694889779559119,0,0.0
2026,3,4,2026-03-12,OO,ASE,DEN,1828,63.0,1940,46.0,0.0,0.0,125.0,0.0,18,12.173120621256428,0.0446788173643024,39,0.7610112772501305,1,46.0
2026,3,6,2026-03-14,DL,JFK,SFO,1935,13.0,2315,73.0,0.0,0.0,2586.0,0.0,19,17.77591989752749,0.0031942104930079,403,0.7800524074680641,1,73.0
2026,3,7,2026-03-15,B6,FLL,JAX,2115,32.0,2234,75.0,0.0,0.0,319.0,0.0,21,59.02610231346779,0.0258627483916769,333,0.6798568174422388,1,75.0
2026,3,1,2026-03-16,DL,SNA,MSP,800,4.0,1336,22.0,0.0,0.0,1522.0,0.0,8,2.795498249562234,0.0065177485910317,199,0.7800524074680641,1,22.0
2026,3,2,2026-03-03,F9,ATL,TPA,1901,-7.0,2038,-22.0,0.0,0.0,406.0,,19,24.06448400340214,0.0187797472514038,1348,0.6862799583188607,0,0.0
2026,3,5,2026-03-13,OO,XNA,DEN,1329,-5.0,1447,-8.0,0.0,0.0,616.0,,13,18.37946076362769,0.0508877043043358,28,0.7610112772501305,0,0.0
2026,3,1,2026-03-02,WN,OAK,SAN,1730,-7.0,1900,-13.0,0.0,0.0,446.0,,17,15.77771728846365,0.002265628671797,114,0.7304990173266768,0,0.0
2026,3,3,2026-03-18,AS,SAN,IAD,920,-7.0,1722,11.0,0.0,0.0,2253.0,,9,7.456102740307625,0.0087350819056684,351,0.7694889779559119,0,11.0
2026,3,1,2026-03-09,DL,IAD,ATL,1006,3.0,1201,-2.0,0.0,0.0,534.0,,10,12.004758147869536,0.0111254673290576,25,0.7800524074680641,0,0.0
2026,3,1,2026-03-23,DL,ATL,MIA,1855,-4.0,2050,-16.0,0.0,0.0,594.0,,18,23.83643762570488,0.0187797472514038,908,0.7800524074680641,0,0.0
2026,3,2,2026-03-10,YX,STL,EWR,700,-7.0,1029,-19.0,0.0,0.0,872.0,,7,8.35071372218043,0.0090734132311073,280,0.7248204667863555,0,0.0
2026,3,2,2026-03-17,OO,SEA,BLI,1012,-1.0,1113,-2.0,0.0,0.0,93.0,,10,18.20782644796832,0.0251778223380107,544,0.7610112772501305,0,0.0
2026,3,6,2026-03-21,OH,CLT,SBN,2230,-3.0,32,-10.0,0.0,0.0,534.0,,22,21.15474876676184,0.0273846732583754,899,0.6783357245337159,0,0.0
2026,3,1,2026-03-02,WN,DAL,MCI,1330,1.0,1500,-1.0,0.0,0.0,461.0,,13,17.47918440691451,0.0170054847262891,306,0.7304990173266768,0,0.0
2026,3,6,2026-03-14,AA,CLT,LAS,1450,57.0,1653,41.0,0.0,0.0,1916.0,0.0,14,18.42327633234612,0.0273846732583754,668,0.7349144302466906,1,41.0
2026,3,5,2026-03-13,OO,DEN,TUL,1000,-10.0,1254,-21.0,0.0,0.0,541.0,,10,14.677363321069214,0.0113774695473761,1340,0.7610112772501305,0,0.0
2026,3,1,2026-03-23,WN,RNO,LAS,1220,-6.0,1350,-34.0,0.0,0.0,345.0,,12,15.470313203300378,0.0053156730884599,57,0.7304990173266768,0,0.0
2026,3,1,2026-03-16,DL,ATL,GSO,1549,112.0,1701,112.0,0.0,0.0,306.0,0.0,15,17.274477562572436,0.0187797472514038,1245,0.7800524074680641,1,112.0
2026,3,3,2026-03-18,UA,AUS,DEN,908,-6.0,1032,34.0,0.0,0.0,775.0,0.0,9,12.504305378206132,0.0114657698816389,262,0.7732574014120217,1,34.0
2026,3,2,2026-03-17,WN,BWI,ISP,1455,38.0,1605,22.0,0.0,0.0,220.0,0.0,14,20.47808377520504,0.0063075039327437,244,0.7304990173266768,1,22.0
2026,3,7,2026-03-01,OO,DEN,LAX,2004,-12.0,2145,-25.0,0.0,0.0,862.0,,20,24.43216687952977,0.0113774695473761,1311,0.7610112772501305,0,0.0
2026,3,4,2026-03-12,WN,SMF,DAL,520,4.0,1035,-6.0,0.0,0.0,1442.0,,5,3.050315845586843,0.0051108000398358,183,0.7304990173266768,0,0.0
2026,3,7,2026-03-22,OH,TYS,ORD,740,13.0,848,20.0,0.0,0.0,475.0,0.0,7,7.480122753514166,0.028499321776756,95,0.6783357245337159,1,20.0
2026,3,5,2026-03-13,UA,DEN,JAC,1920,-5.0,2054,-12.0,0.0,0.0,406.0,,19,24.886226789731733,0.0113774695473761,1903,0.7732574014120217,0,0.0
2026,3,1,2026-03-09,UA,DEN,PNS,1009,-6.0,1405,-24.0,0.0,0.0,1179.0,,10,14.677363321069214,0.0113774695473761,1340,0.7732574014120217,0,0.0
2026,3,4,2026-03-05,OO,OAJ,ATL,536,-8.0,720,-10.0,0.0,0.0,399.0,,5,18.44683992218905,0.0508661384301257,23,0.7610112772501305,0,0.0
2026,3,6,2026-03-14,YX,ORD,CLT,1418,-4.0,1735,20.0,0.0,0.0,599.0,0.0,14,22.53153017259167,0.0464670596882464,1525,0.7248204667863555,1,20.0
2026,3,6,2026-03-14,WN,DEN,IAD,1055,17.0,1605,15.0,0.0,0.0,1452.0,0.0,10,14.677363321069214,0.0113774695473761,1340,0.7304990173266768,0,15.0
2026,3,7,2026-03-01,OH,CLT,VRB,925,-7.0,1130,-11.0,0.0,0.0,522.0,,9,8.28263283222762,0.0273846732583754,745,0.6783357245337159,0,0.0
2026,3,7,2026-03-08,OO,ASE,DEN,1012,-8.0,1133,-5.0,0.0,0.0,125.0,,10,14.600145532516796,0.0446788173643024,77,0.7610112772501305,0,0.0
2026,3,5,2026-03-06,WN,RSW,MDW,1305,9.0,1520,-15.0,0.0,0.0,1105.0,,13,22.213120199207225,0.0136163821976635,164,0.7304990173266768,0,0.0
2026,3,1,2026-03-09,MQ,MIA,TLH,1843,48.0,2021,51.0,0.0,0.0,402.0,0.0,18,26.15003016379088,0.0228369680299186,448,0.7843735212156264,1,51.0
2026,3,3,2026-03-18,WN,SRQ,BNA,1200,9.0,1310,-2.0,0.0,0.0,648.0,,12,18.559384399151917,0.0211655396172534,152,0.7304990173266768,0,0.0
2026,3,6,2026-03-07,DL,MCO,LGA,1605,39.0,1854,35.0,0.0,0.0,950.0,0.0,16,28.749515451956157,0.0160892773476934,570,0.7800524074680641,1,35.0
2026,3,1,2026-03-02,OH,HSV,DFW,925,6.0,1148,-4.0,0.0,0.0,603.0,,9,18.932051625710468,0.0257547191798517,21,0.6783357245337159,0,0.0
2026,3,6,2026-03-21,OO,ORD,DTW,1855,14.0,2126,0.0,0.0,0.0,235.0,,18,32.58431530292027,0.0464670596882464,1471,0.7610112772501305,0,0.0
2026,3,1,2026-03-16,UA,SAN,SFO,1157,-7.0,1344,-19.0,0.0,0.0,447.0,,11,11.407181639159695,0.0087350819056684,344,0.7732574014120217,0,0.0
2026,3,7,2026-03-01,F9,LAS,LAX,605,-8.0,726,-22.0,0.0,0.0,236.0,,6,1.3477676458176615,0.0038954650849508,780,0.6862799583188607,0,0.0
2026,3,7,2026-03-01,UA,ORD,MDT,1355,45.0,1644,37.0,0.0,0.0,594.0,0.0,13,21.465882352201287,0.0464670596882464,1322,0.7732574014120217,1,37.0
2026,3,1,2026-03-23,OH,CLT,SBN,905,-6.0,1115,-13.0,0.0,0.0,534.0,,9,8.28263283222762,0.0273846732583754,745,0.6783357245337159,0,0.0
2026,3,5,2026-03-20,DL,STL,ATL,1621,0.0,1852,-1.0,0.0,0.0,484.0,,16,22.453337269618743,0.0090734132311073,179,0.7800524074680641,0,0.0
2026,3,2,2026-03-17,OO,DFW,GUC,1230,99.0,1356,86.0,0.0,0.0,678.0,86.0,12,18.715806398800915,0.0220364612284605,1436,0.7610112772501305,1,86.0
2026,3,5,2026-03-13,WN,AUS,TPA,1755,76.0,2110,76.0,0.0,0.0,928.0,0.0,17,26.593366944414598,0.0114657698816389,400,0.7304990173266768,1,76.0
2026,3,2,2026-03-10,B6,JFK,RSW,945,-5.0,1309,-20.0,0.0,0.0,1074.0,,9,9.549565693117124,0.0031942104930079,408,0.6798568174422388,0,0.0
2026,3,1,2026-03-02,G4,GRR,JAX,1225,52.0,1443,40.0,0.0,0.0,880.0,0.0,12,14.53407446471678,0.0359035988138973,89,0.7240966478014802,1,40.0
2026,3,6,2026-03-14,WN,GEG,DEN,630,7.0,940,8.0,0.0,0.0,836.0,,6,6.92787373977624,0.0174085909407409,185,0.7304990173266768,0,8.0
2026,3,5,2026-03-20,G4,MEM,SFB,1749,-2.0,2039,17.0,0.0,0.0,671.0,0.0,17,34.026131029708374,0.0254886993414083,103,0.7240966478014802,1,17.0
2026,3,4,2026-03-19,UA,LGA,ORD,2115,-5.0,2300,-32.0,0.0,0.0,733.0,,21,27.694080146032388,0.0083510755960678,231,0.7732574014120217,0,0.0
2026,3,3,2026-03-18,UA,SFO,LAS,1255,-1.0,1440,-1.0,0.0,0.0,414.0,,12,8.493460367732697,0.002407597533299,406,0.7732574014120217,0,0.0
2026,3,5,2026-03-13,DL,DCA,MSP,1215,-8.0,1405,0.0,0.0,0.0,931.0,,12,18.212812611658,0.0250431589261897,465,0.7800524074680641,0,0.0
2026,3,4,2026-03-12,B6,JFK,SAV,1300,24.0,1525,26.0,0.0,0.0,717.0,0.0,13,18.508241324754177,0.0031942104930079,370,0.6798568174422388,1,26.0
2026,3,4,2026-03-05,UA,IAD,BNA,1755,-7.0,1901,7.0,0.0,0.0,542.0,,17,23.95149437311185,0.0111254673290576,759,0.7732574014120217,0,7.0
2026,3,7,2026-03-08,WN,SBA,LAS,935,-9.0,1045,8.0,0.0,0.0,289.0,,9,12.944191145441536,0.0041877361988608,12,0.7304990173266768,0,8.0
2026,3,5,2026-03-13,YX,ILM,LGA,1228,-3.0,1415,-10.0,0.0,0.0,500.0,,12,19.957478967955456,0.0285661451247602,22,0.7248204667863555,0,0.0
2026,3,2,2026-03-10,WN,BHM,BNA,1430,0.0,1535,-7.0,0.0,0.0,177.0,,14,16.69126796282366,0.0094162747330274,70,0.7304990173266768,0,0.0
2026,3,7,2026-03-08,B6,RSW,BOS,720,-1.0,1025,-2.0,0.0,0.0,1249.0,,7,1.0864438446257338,0.0136163821976635,156,0.6798568174422388,0,0.0
2026,3,1,2026-03-16,UA,ORD,OMA,2010,21.0,2154,7.0,0.0,0.0,416.0,,20,29.9199515207168,0.0464670596882464,1339,0.7732574014120217,0,7.0
2026,3,4,2026-03-19,WN,FLL,MDW,1820,53.0,2040,41.0,0.0,0.0,1167.0,0.0,18,39.17452250334844,0.0258627483916769,474,0.7304990173266768,1,41.0
2026,3,2,2026-03-17,UA,MEM,DEN,1605,-8.0,1756,-14.0,0.0,0.0,872.0,,16,21.591197470126158,0.0254886993414083,92,0.7732574014120217,0,0.0
2026,3,3,2026-03-11,UA,SFO,CMH,1624,1.0,2359,-8.0,0.0,0.0,2120.0,,16,11.580776416839072,0.002407597533299,874,0.7732574014120217,0,0.0
2026,3,7,2026-03-15,WN,DAL,AMA,2155,77.0,2310,73.0,0.0,0.0,323.0,0.0,21,31.844409202844037,0.0170054847262891,210,0.7304990173266768,1,73.0
2026,3,7,2026-03-22,AA,LAX,JFK,610,-9.0,1433,-30.0,0.0,0.0,2475.0,,6,1.7723993786274763,0.0049962271589589,436,0.7349144302466906,0,0.0
2026,3,3,2026-03-18,WN,BNA,LAX,1615,28.0,1905,-14.0,0.0,0.0,1798.0,,16,21.19385081611889,0.0084564349232009,368,0.7304990173266768,0,0.0
2026,3,2,2026-03-03,G4,FNT,SFB,1337,8.0,1618,-2.0,0.0,0.0,988.0,,13,12.228169907059144,0.0384438797802142,16,0.7240966478014802,0,0.0
2026,3,7,2026-03-08,OO,LIT,IAH,1720,19.0,1906,27.0,0.0,0.0,374.0,0.0,17,14.923754119709317,0.0437929919890498,69,0.7610112772501305,1,27.0
2026,3,5,2026-03-06,UA,PDX,SFO,730,0.0,925,-3.0,0.0,0.0,550.0,,7,5.734678040693327,0.0041051497284354,635,0.7732574014120217,0,0.0
2026,3,7,2026-03-22,WN,LAS,DAL,1000,0.0,1440,-11.0,0.0,0.0,1067.0,,10,9.326306851358414,0.0038954650849508,756,0.7304990173266768,0,0.0
2026,3,2,2026-03-17,AA,RDU,MIA,1820,47.0,2037,48.0,0.0,0.0,700.0,0.0,18,24.49454443115544,0.0072616182980797,399,0.7349144302466906,1,48.0
2026,3,6,2026-03-14,WN,PBI,ISP,1430,28.0,1710,14.0,0.0,0.0,1052.0,,14,30.113024215612526,0.0182623330045977,150,0.7304990173266768,0,14.0
2026,3,1,2026-03-16,UA,SEA,SFO,1720,-2.0,1937,-20.0,0.0,0.0,679.0,,17,13.64901033218603,0.0251778223380107,572,0.7732574014120217,0,0.0
2026,3,5,2026-03-06,AS,HNL,OGG,1355,14.0,1440,12.0,0.0,0.0,101.0,,13,19.23578092995025,0.0444098388481043,299,0.7694889779559119,0,12.0
2026,3,2,2026-03-10,DL,BNA,MSP,600,-11.0,814,-24.0,0.0,0.0,695.0,,6,8.369942735960464,0.0084564349232009,432,0.7800524074680641,0,0.0
2026,3,4,2026-03-19,YX,MEM,DCA,600,-6.0,913,-9.0,0.0,0.0,762.0,,6,13.864459105629898,0.0254886993414083,185,0.7248204667863555,0,0.0
2026,3,4,2026-03-12,UA,DEN,FLL,2359,59.0,552,37.0,0.0,0.0,1703.0,0.0,23,11.290099756298623,0.0113774695473761,322,0.7732574014120217,1,37.0
2026,3,7,2026-03-01,DL,MEM,ATL,1913,43.0,2145,24.0,0.0,0.0,332.0,0.0,19,22.385359464865797,0.0254886993414083,61,0.7800524074680641,1,24.0
2026,3,2,2026-03-10,UA,TPA,EWR,1636,4.0,1926,-2.0,0.0,0.0,997.0,,16,27.583016267697158,0.0201352088567816,356,0.7732574014120217,0,0.0
2026,3,4,2026-03-12,AA,DEN,CLT,700,4.0,1217,-10.0,0.0,0.0,1337.0,,7,4.401917670881744,0.0113774695473761,926,0.7349144302466906,0,0.0
2026,3,7,2026-03-15,OH,CMH,CLT,1743,-8.0,1928,-27.0,0.0,0.0,347.0,,17,17.16251085002771,0.015069869448944,129,0.6783357245337159,0,0.0
2026,3,3,2026-03-11,UA,LAS,DEN,1840,-5.0,2140,-18.0,0.0,0.0,628.0,,18,19.53140364940367,0.0038954650849508,560,0.7732574014120217,0,0.0
2026,3,6,2026-03-21,WN,BUR,LAS,1430,-3.0,1540,-10.0,0.0,0.0,223.0,,14,10.161463165160749,0.0070811807511481,99,0.7304990173266768,0,0.0
2026,3,7,2026-03-22,OO,PDX,GEG,715,-4.0,828,-16.0,0.0,0.0,279.0,,7,5.734678040693327,0.0041051497284354,635,0.7610112772501305,0,0.0
2026,3,4,2026-03-19,DL,ATL,PNS,1935,-1.0,1943,-3.0,0.0,0.0,272.0,,19,24.06448400340214,0.0187797472514038,1348,0.7800524074680641,0,0.0
2026,3,6,2026-03-21,UA,RNO,SFO,600,-9.0,712,0.0,0.0,0.0,192.0,,6,2.698533931559637,0.0053156730884599,175,0.7732574014120217,0,0.0
2026,3,6,2026-03-14,AA,DFW,PIT,701,-7.0,1044,-22.0,0.0,0.0,1067.0,,7,9.706718076718088,0.0220364612284605,1292,0.7349144302466906,0,0.0
2026,3,6,2026-03-07,F9,SAT,MCO,1413,-2.0,1752,32.0,0.0,0.0,1041.0,0.0,14,17.219749271334038,0.0101201855172377,163,0.6862799583188607,1,32.0
2026,3,5,2026-03-13,B6,DEN,FLL,1605,1.0,2156,-4.0,0.0,0.0,1703.0,,16,21.92753325763318,0.0113774695473761,1081,0.6798568174422388,0,0.0
2026,3,5,2026-03-06,OO,PIT,DTW,1435,-10.0,1554,-33.0,0.0,0.0,201.0,,14,25.19023877875376,0.024834390500066,81,0.7610112772501305,0,0.0
2026,3,4,2026-03-05,WN,LAS,IND,1200,30.0,1835,19.0,0.0,0.0,1590.0,0.0,12,15.944070740724351,0.0038954650849508,745,0.7304990173266768,1,19.0
2026,3,1,2026-03-09,DL,SLC,ATL,2325,7.0,505,-13.0,0.0,0.0,1590.0,,23,6.2214518951643125,0.0059571853111149,279,0.7800524074680641,0,0.0
2026,3,5,2026-03-13,OO,DTW,ROC,759,-3.0,918,4.0,0.0,0.0,296.0,,7,7.169863877384564,0.0327077649027014,464,0.7610112772501305,0,4.0
2026,3,1,2026-03-16,OH,ORF,DCA,1045,-9.0,1154,-5.0,0.0,0.0,142.0,,10,11.944350193652664,0.0091919506979228,66,0.6783357245337159,0,0.0
2026,3,7,2026-03-22,AA,CLT,RDU,2256,-4.0,2359,26.0,0.0,0.0,130.0,0.0,22,21.15474876676184,0.0273846732583754,899,0.7349144302466906,1,26.0
2026,3,3,2026-03-11,UA,SNA,ORD,645,-8.0,1255,35.0,0.0,0.0,1726.0,0.0,6,1.475689565773652,0.0065177485910317,218,0.7732574014120217,1,35.0
2026,3,6,2026-03-21,OO,DFW,SAF,830,-9.0,939,2.0,0.0,0.0,551.0,,8,8.93405699068428,0.0220364612284605,1842,0.7610112772501305,0,2.0
2026,3,7,2026-03-01,G4,AZA,PVU,2152,-5.0,2325,2.0,0.0,0.0,477.0,,21,13.179797126004454,0.0323968920186988,9,0.7240966478014802,0,2.0
2026,3,1,2026-03-02,UA,SFO,SEA,900,-4.0,1118,-14.0,0.0,0.0,679.0,,9,6.56552770529584,0.002407597533299,670,0.7732574014120217,0,0.0
2026,3,7,2026-03-01,UA,BUR,SFO,1837,3.0,2010,-12.0,0.0,0.0,326.0,,18,13.663545632097442,0.0070811807511481,125,0.7732574014120217,0,0.0
2026,3,1,2026-03-02,UA,SFO,AUS,1120,-9.0,1652,-13.0,0.0,0.0,1504.0,,11,9.454599195763942,0.002407597533299,581,0.7732574014120217,0,0.0
2026,3,7,2026-03-01,DL,BOI,SLC,535,-14.0,653,12.0,0.0,0.0,290.0,,5,-0.3153935446892313,0.0074956672406894,122,0.7800524074680641,0,12.0
2026,3,4,2026-03-12,B6,FLL,ORH,1245,9.0,1550,-5.0,0.0,0.0,1211.0,,12,30.119782133033187,0.0258627483916769,466,0.6798568174422388,0,0.0
2026,3,5,2026-03-20,AA,PHX,DFW,1347,16.0,1814,39.0,0.0,0.0,868.0,0.0,13,14.013475087934207,0.0026545066137174,738,0.7349144302466906,1,39.0
2026,3,3,2026-03-11,YX,SDF,ORD,633,-11.0,715,17.0,0.0,0.0,286.0,0.0,6,4.279566051861185,0.0184073686479127,224,0.7248204667863555,1,17.0
2026,3,4,2026-03-05,MQ,PNS,DFW,1737,-1.0,1959,-17.0,0.0,0.0,604.0,,17,14.30012383029938,0.0232472162692409,94,0.7843735212156264,0,0.0
2026,3,1,2026-03-16,AA,PHX,MSN,905,6.0,1431,0.0,0.0,0.0,1396.0,,9,10.297970587106963,0.0026545066137174,860,0.7349144302466906,0,0.0
2026,3,1,2026-03-16,WN,LAX,TPA,720,78.0,1445,176.0,0.0,0.0,2158.0,0.0,7,4.704068502093834,0.0049962271589589,770,0.7304990173266768,1,176.0
2026,3,3,2026-03-18,UA,EWR,ORD,1014,-10.0,1200,-13.0,0.0,0.0,719.0,,10,14.13064825677074,0.007287665830444,372,0.7732574014120217,0,0.0
2026,3,6,2026-03-07,G4,FNT,PGD,1847,-7.0,2146,-3.0,0.0,0.0,1111.0,,18,18.94239085981062,0.0384438797802142,11,0.7240966478014802,0,0.0
2026,3,5,2026-03-20,NK,DTW,MIA,1650,1.0,1953,-16.0,0.0,0.0,1145.0,,16,22.224020913561677,0.0327077649027014,655,0.5522193211488251,0,0.0
2026,3,1,2026-03-09,B6,PIT,FLL,700,17.0,941,31.0,0.0,0.0,994.0,0.0,7,1.2656055321602064,0.024834390500066,218,0.6798568174422388,1,31.0
2026,3,4,2026-03-05,NK,MCO,BOS,1900,56.0,2201,47.0,0.0,0.0,1121.0,0.0,19,31.144298945698694,0.0160892773476934,723,0.5522193211488251,1,47.0
2026,3,3,2026-03-11,WN,AUS,DEN,1610,-5.0,1730,-12.0,0.0,0.0,775.0,,16,28.276598878547865,0.0114657698816389,411,0.7304990173266768,0,0.0
2026,3,7,2026-03-08,WN,SJC,SNA,945,-4.0,1105,-9.0,0.0,0.0,342.0,,9,3.7645920250222,0.0052793607183075,166,0.7304990173266768,0,0.0
2026,3,5,2026-03-06,UA,EWR,CHS,700,0.0,915,-15.0,0.0,0.0,628.0,,7,4.309173393225701,0.007287665830444,592,0.7732574014120217,0,0.0
2026,3,7,2026-03-08,AS,GEG,PDX,500,-6.0,628,-20.0,0.0,0.0,279.0,,5,2.6699060157049064,0.0174085909407409,149,0.7694889779559119,0,0.0
2026,3,1,2026-03-23,DL,MSP,SEA,1404,-6.0,1550,17.0,0.0,0.0,1399.0,0.0,14,18.75248794396338,0.0219714201867215,468,0.7800524074680641,1,17.0
2026,3,4,2026-03-19,WN,PHX,DAL,1645,25.0,2100,23.0,0.0,0.0,879.0,0.0,16,16.82514942712581,0.0026545066137174,911,0.7304990173266768,1,23.0
2026,3,6,2026-03-07,AA,SAT,DFW,1508,81.0,1628,86.0,0.0,0.0,247.0,0.0,15,16.628933191984146,0.0101201855172377,98,0.7349144302466906,1,86.0
2026,3,1,2026-03-09,WN,AUS,MCI,2200,-7.0,2350,-11.0,0.0,0.0,650.0,,22,21.246144724130424,0.0114657698816389,119,0.7304990173266768,0,0.0
2026,3,4,2026-03-12,AA,CLT,BNA,2051,53.0,2123,50.0,0.0,0.0,328.0,0.0,20,24.089767116131743,0.0273846732583754,907,0.7349144302466906,1,50.0
2026,3,6,2026-03-07,OO,HOB,DEN,700,204.0,852,186.0,0.0,0.0,501.0,0.0,7,25.958467829165794,0.0206299159255877,23,0.7610112772501305,1,186.0
2026,3,2,2026-03-10,DL,SEA,ATL,1145,-4.0,1928,-10.0,0.0,0.0,2182.0,,11,15.572180253396644,0.0251778223380107,835,0.7800524074680641,0,0.0
2026,3,6,2026-03-07,AA,ORD,JAC,954,162.0,1218,150.0,0.0,0.0,1162.0,0.0,9,19.07117260695769,0.0464670596882464,1655,0.7349144302466906,1,150.0
2026,3,4,2026-03-12,G4,BLI,LAS,1259,1.0,1533,3.0,0.0,0.0,954.0,,12,9.748842472713845,0.0148161046529316,11,0.7240966478014802,0,3.0
2026,3,1,2026-03-09,UA,SLC,LAX,800,12.0,921,5.0,0.0,0.0,590.0,,8,5.503353913409197,0.0059571853111149,342,0.7732574014120217,0,5.0
2026,3,4,2026-03-12,OO,ORD,GSO,1749,-4.0,2046,-22.0,0.0,0.0,589.0,,17,26.710973116909045,0.0464670596882464,1166,0.7610112772501305,0,0.0
2026,3,2,2026-03-10,UA,LAX,AUS,1645,-9.0,2140,8.0,0.0,0.0,1242.0,,16,9.10874883155308,0.0049962271589589,736,0.7732574014120217,0,8.0
2026,3,4,2026-03-19,OO,ICT,DEN,1156,-4.0,1245,-15.0,0.0,0.0,420.0,,11,25.00339867704967,0.0091764754488613,43,0.7610112772501305,0,0.0
2026,3,1,2026-03-02,OO,HPN,DTW,1236,-11.0,1437,-19.0,0.0,0.0,505.0,,12,13.756726328320712,0.0140254422449897,49,0.7610112772501305,0,0.0
2026,3,2,2026-03-17,WN,ONT,PHX,1435,8.0,1550,9.0,0.0,0.0,325.0,,14,15.26680506523656,0.0034862562239968,82,0.7304990173266768,0,9.0
2026,3,6,2026-03-21,YX,ORD,MSN,1745,-2.0,1844,-12.0,0.0,0.0,108.0,,17,26.710973116909045,0.0464670596882464,1166,0.7248204667863555,0,0.0
2026,3,1,2026-03-09,YX,LGA,IND,1130,47.0,1354,27.0,0.0,0.0,660.0,0.0,11,13.213462795881249,0.0083510755960678,501,0.7248204667863555,1,27.0
2026,3,6,2026-03-21,OO,ASE,DEN,1427,-9.0,1543,-27.0,0.0,0.0,125.0,,14,26.955066397647244,0.0446788173643024,42,0.7610112772501305,0,0.0
